Stephen Curry,29:26,13,23,.565,7,14,.500,1,2,.500,0,3,3,4,2,0,3,2,34,+14,.712,.717,.609,.087,0.0,10.4,5.1,34.7,3.4,0.0,11.2,38.4,129,115,POR,GSW,1,2016-03-11
Stephen Curry,34:59,12,24,.500,7,16,.438,4,4,1.000,1,2,3,6,0,0,1,4,35,+19,.679,.646,.667,.167,3.0,6.2,4.6,32.2,0.0,0.0,3.7,34.5,133,123,PHO,GSW,1,2016-03-12
Stephen Curry,31:18,10,16,.625,4,9,.444,3,4,.750,1,4,5,5,2,0,1,1,27,+27,.760,.750,.563,.250,4.9,11.2,8.9,24.2,3.2,0.0,5.3,26.4,152,109,NOP,GSW,1,2016-03-14
Stephen Curry,28:21,12,20,.600,8,13,.615,2,2,1.000,0,6,6,4,0,0,2,2,34,+31,.814,.800,.650,.100,0.0,19.2,11.0,26.4,0.0,0.0,8.7,35.8,145,95,NYK,GSW,1,2016-03-16
Stephen Curry,34:19,12,26,.462,6,12,.500,1,1,1.000,1,8,9,10,2,0,1,2,31,+8,.586,.577,.462,.038,3.5,23.3,14.3,44.8,2.7,0.0,3.6,33.9,125,106,GSW,DAL,0,2016-03-18
Stephen Curry,37:36,4,18,.222,1,12,.083,5,5,1.000,2,4,6,6,2,0,2,0,14,-10,.347,.250,.667,.278,5.6,11.6,8.5,29.6,2.9,0.0,9.0,29.4,81,101,GSW,SAS,0,2016-03-19
Stephen Curry,34:50,6,17,.353,2,9,.222,5,6,.833,3,4,7,11,3,1,5,4,19,0,.484,.412,.529,.353,10.3,13.4,11.9,43.6,4.3,2.2,20.3,29.9,105,105,GSW,MIN,0,2016-03-21
Stephen Curry,37:26,12,23,.522,4,10,.400,5,6,.833,0,4,4,5,3,0,1,3,33,+4,.644,.609,.435,.261,0.0,10.9,5.3,27.2,3.9,0.0,3.8,30.7,132,99,LAC,GSW,1,2016-03-23
Stephen Curry,35:11,9,18,.500,5,12,.417,10,11,.909,0,8,8,8,4,0,3,0,33,+15,.722,.639,.667,.611,0.0,22.7,12.0,35.5,5.6,0.0,11.6,33.5,137,113,DAL,GSW,1,2016-03-25
Stephen Curry,33:12,7,16,.438,2,9,.222,4,5,.800,0,3,3,8,4,0,4,0,20,+4,.549,.500,.563,.313,0.0,9.4,5.4,34.1,5.9,0.0,18.0,29.2,106,100,PHI,GSW,1,2016-03-27
Stephen Curry,34:42,9,20,.450,6,8,.750,2,2,1.000,0,7,7,7,5,0,5,3,26,+15,.623,.600,.400,.100,0.0,17.6,9.4,37.9,6.5,0.0,19.3,31.6,101,81,WAS,GSW,1,2016-03-29
Stephen Curry,42:16,11,23,.478,5,10,.500,4,5,.800,2,5,7,4,2,0,5,4,31,+6,.615,.587,.435,.217,5.3,11.8,8.8,19.9,2.4,0.0,16.6,33.0,108,93,GSW,UTA,0,2016-03-30
Stephen Curry,36:37,9,19,.474,8,14,.571,3,3,1.000,0,5,5,6,1,0,9,2,29,-1,.714,.684,.737,.158,0.0,14.9,7.7,30.0,1.3,0.0,30.7,34.7,99,112,BOS,GSW,1,2016-04-01
Stephen Curry,34:35,13,21,.619,9,13,.692,4,4,1.000,2,4,6,7,2,1,4,2,39,+14,.857,.833,.619,.190,7.5,12.9,10.4,30.4,2.8,2.3,14.9,33.9,152,111,POR,GSW,1,2016-04-03
